status.success,status.httpstatuscode,statistics.pagetitle,statistics.pageurl,statistics.time,statistics.creditsremaining,statistics.allitemcount,statistics.totalelements,statistics.waveurl,categories.error.description,categories.error.count,categories.contrast.description,categories.contrast.count,categories.alert.description,categories.alert.count,categories.feature.description,categories.feature.count,categories.structure.description,categories.structure.count,categories.aria.description,categories.aria.count,status.error
TRUE,200,"Home Page - LCCC | Laramie County Community College, Wyoming",lccc.wy.edu,10.06,310,223,741,http://wave.webaim.org/report?url=www.lccc.wy.edu/,Errors,8,Contrast Errors,25,Alerts,60,Features,45,Structural Elements,83,ARIA,2,
TRUE,200,Home - Keystone College,keystone.edu,4.93,309,462,1017,http://wave.webaim.org/report?url=https://www.keystone.edu/,Errors,0,Contrast Errors,2,Alerts,11,Features,16,Structural Elements,60,ARIA,373,
TRUE,200,Orangeburg-Calhoun Technical College,octech.edu,6.04,308,202,1261,http://wave.webaim.org/report?url=www.octech.edu/,Errors,2,Contrast Errors,1,Alerts,16,Features,34,Structural Elements,36,ARIA,113,
TRUE,200,Downey Adult School - Career and Education Center,das.edu,6.54,307,319,1127,http://wave.webaim.org/report?url=www.das.edu/,Errors,21,Contrast Errors,10,Alerts,20,Features,25,Structural Elements,84,ARIA,159,
TRUE,200,SUNY Westchester Community College - www.sunywcc.edu,sunywcc.edu,6.83,306,437,1347,http://wave.webaim.org/report?url=www.sunywcc.edu/,Errors,3,Contrast Errors,96,Alerts,184,Features,12,Structural Elements,123,ARIA,19,
TRUE,200,Fortis Colleges & Institutes: Accredited Career Training Programs,fortiscollege.edu,6.82,305,893,2454,http://wave.webaim.org/report?url=www.fortiscollege.edu/,Errors,45,Contrast Errors,11,Alerts,23,Features,204,Structural Elements,153,ARIA,457,
TRUE,200,Home,hccc.edu,2.92,304,139,712,http://wave.webaim.org/report?url=www.hccc.edu/,Errors,3,Contrast Errors,1,Alerts,21,Features,14,Structural Elements,35,ARIA,65,
TRUE,200,,donrobertsspaschool.com,2.12,303,7,38,http://wave.webaim.org/report?url=www.donrobertsspaschool.com/,Errors,1,Contrast Errors,0,Alerts,4,Features,1,Structural Elements,1,ARIA,0,
TRUE,200,Minnesota West Community and Technical College,mnwest.edu,5.43,302,211,1770,http://wave.webaim.org/report?url=www.mnwest.edu/,Errors,68,Contrast Errors,2,Alerts,14,Features,16,Structural Elements,105,ARIA,6,
TRUE,200,Home - Anderson University,anderson.edu,6.02,301,435,1448,http://wave.webaim.org/report?url=https://anderson.edu/,Errors,3,Contrast Errors,13,Alerts,22,Features,22,Structural Elements,48,ARIA,327,
TRUE,200,BMTC - Bais Medrash Toras Chesed,bmtc.edu,2.31,300,17,201,http://wave.webaim.org/report?url=www.bmtc.edu/,Errors,2,Contrast Errors,3,Alerts,4,Features,3,Structural Elements,5,ARIA,0,
TRUE,200,New York State Barber School | Sharp Edgez Barber Institute,sharpedgezbarberinstitute.com,2.72,299,65,367,http://wave.webaim.org/report?url=www.sharpedgezbarberinstitute.com/,Errors,2,Contrast Errors,9,Alerts,22,Features,25,Structural Elements,3,ARIA,4,
TRUE,200,Rochester University,rochesteru.edu,3.34,298,238,776,http://wave.webaim.org/report?url=rochesteru.edu/,Errors,6,Contrast Errors,0,Alerts,180,Features,13,Structural Elements,39,ARIA,0,
TRUE,200,Montana State University Billings | MSU Billings,msubillings.edu,5.56,297,114,687,http://wave.webaim.org/report?url=www.msubillings.edu/,Errors,5,Contrast Errors,4,Alerts,16,Features,20,Structural Elements,52,ARIA,17,
TRUE,200,"Automeca Technical College Inicio - , Es momento de tomar acción",automeca.com,6.62,296,232,992,http://wave.webaim.org/report?url=www.automeca.com/,Errors,12,Contrast Errors,30,Alerts,45,Features,47,Structural Elements,80,ARIA,18,
TRUE,200,Forsyth Tech - Community College,forsythtech.edu,5.13,295,132,788,http://wave.webaim.org/report?url=https://www.forsythtech.edu/,Errors,5,Contrast Errors,5,Alerts,28,Features,27,Structural Elements,36,ARIA,31,
TRUE,200,Home,academydifirenze.com,16.15,294,33,213,http://wave.webaim.org/report?url=www.academydifirenze.com/,Errors,0,Contrast Errors,3,Alerts,20,Features,7,Structural Elements,3,ARIA,0,
TRUE,200,Sutter County Career Training Center - Healthcare Training in Yuba City,cambridge.edu,3.62,293,115,560,http://wave.webaim.org/report?url=www.cambridge.edu/,Errors,2,Contrast Errors,13,Alerts,25,Features,18,Structural Elements,42,ARIA,15,
TRUE,200,Home - Mid-Atlantic Christian University,macuniversity.edu,4.02,292,165,865,http://wave.webaim.org/report?url=www.macuniversity.edu/,Errors,5,Contrast Errors,19,Alerts,25,Features,7,Structural Elements,43,ARIA,66,
TRUE,200,Augustana College - A leading liberal arts and sciences college in Illinois,augustana.edu,3.72,291,238,911,http://wave.webaim.org/report?url=www.augustana.edu/,Errors,6,Contrast Errors,7,Alerts,100,Features,29,Structural Elements,43,ARIA,53,
TRUE,200,Home - Mayo Clinic College of Medicine & Science,college.mayo.edu,3.52,290,220,936,http://wave.webaim.org/report?url=https://college.mayo.edu/,Errors,1,Contrast Errors,2,Alerts,23,Features,60,Structural Elements,61,ARIA,73,
TRUE,200,Home - Good Samaritan,gscollege.edu,2.72,289,175,570,http://wave.webaim.org/report?url=www.gscollege.edu/,Errors,1,Contrast Errors,27,Alerts,56,Features,34,Structural Elements,34,ARIA,23,
TRUE,200,Bergen.edu | Bergen Community College,bergen.edu,4.92,288,1288,1954,http://wave.webaim.org/report?url=https://www.bergen.edu/,Errors,0,Contrast Errors,31,Alerts,287,Features,119,Structural Elements,142,ARIA,709,
TRUE,200,Home | TCAT Elizabethton,tcatelizabethton.edu,6.63,287,131,630,http://wave.webaim.org/report?url=www.tcatelizabethton.edu/,Errors,6,Contrast Errors,4,Alerts,16,Features,36,Structural Elements,26,ARIA,43,
TRUE,200,Home - Toledo Public Schools,tps.org,7.24,286,354,1707,http://wave.webaim.org/report?url=www.tps.org/,Errors,1,Contrast Errors,1,Alerts,37,Features,12,Structural Elements,75,ARIA,228,
TRUE,200,Black River Technical College - BRTC,blackrivertech.edu,5.82,285,119,558,http://wave.webaim.org/report?url=www.blackrivertech.edu/,Errors,32,Contrast Errors,29,Alerts,18,Features,20,Structural Elements,19,ARIA,1,
TRUE,200,Welcome - Vincennes University,vinu.edu,4.03,284,125,1352,http://wave.webaim.org/report?url=https://www.vinu.edu/,Errors,7,Contrast Errors,10,Alerts,16,Features,22,Structural Elements,62,ARIA,8,
TRUE,200,Catawba College,catawba.edu,4.74,283,324,1517,http://wave.webaim.org/report?url=www.catawba.edu/,Errors,6,Contrast Errors,5,Alerts,5,Features,56,Structural Elements,91,ARIA,161,
TRUE,200,Palo Alto University | Clinical Psychology and Counseling,paloaltou.edu,3.32,282,127,645,http://wave.webaim.org/report?url=www.paloaltou.edu/,Errors,4,Contrast Errors,15,Alerts,20,Features,10,Structural Elements,22,ARIA,56,
TRUE,200,University of Southern California,usc.edu,2.42,281,243,1060,http://wave.webaim.org/report?url=www.usc.edu/,Errors,3,Contrast Errors,0,Alerts,26,Features,55,Structural Elements,73,ARIA,86,
TRUE,200,Cosmetology & Beauty School in Sacramento | Paul Mitchell,paulmitchell.edu/sacramento,2.72,280,89,491,http://wave.webaim.org/report?url=paulmitchell.edu/sacramento/,Errors,0,Contrast Errors,3,Alerts,26,Features,16,Structural Elements,26,ARIA,18,
TRUE,200,Case Western Reserve University: One of the nation's best,case.edu,5.13,279,143,459,http://wave.webaim.org/report?url=www.case.edu/,Errors,1,Contrast Errors,3,Alerts,15,Features,19,Structural Elements,21,ARIA,84,
TRUE,200,"Behavioral Sciences and Psychology Programs in San Diego, CA | TCSPP",thechicagoschool.edu/san-diego,6.43,278,260,1493,http://wave.webaim.org/report?url=https://www.thechicagoschool.edu/san-diego/,Errors,0,Contrast Errors,3,Alerts,13,Features,21,Structural Elements,56,ARIA,167,
TRUE,200,Registrant WHOIS contact information verification,johnwesleybarberbeauty.com,2.12,277,43,252,http://wave.webaim.org/report?url=https://www.johnwesleybarberbeauty.com/,Errors,1,Contrast Errors,1,Alerts,11,Features,10,Structural Elements,20,ARIA,0,
TRUE,200,"Chicago, IL Campus – The Chicago School of Professional Psychology",thechicagoschool.edu/chicago,6.55,276,276,1579,http://wave.webaim.org/report?url=https://www.thechicagoschool.edu/chicago/,Errors,0,Contrast Errors,4,Alerts,14,Features,22,Structural Elements,61,ARIA,175,
TRUE,200,University of Arkansas for Medical Sciences (UAMS),uams.edu,4.02,275,204,488,http://wave.webaim.org/report?url=www.uams.edu/,Errors,1,Contrast Errors,3,Alerts,67,Features,9,Structural Elements,47,ARIA,77,
TRUE,200,Institute of Medical and Business Careers | Official Site,imbc.edu,7.4,274,217,903,http://wave.webaim.org/report?url=https://www.imbc.edu/,Errors,5,Contrast Errors,3,Alerts,60,Features,20,Structural Elements,24,ARIA,105,
TRUE,200,Home - St. Andrews University,sa.edu,5.63,273,385,1762,http://wave.webaim.org/report?url=www.sa.edu/,Errors,8,Contrast Errors,49,Alerts,40,Features,20,Structural Elements,76,ARIA,192,
TRUE,200,Rabbinical College Ohr Shimon Yisroel,ohr-sy.com,2.22,272,40,132,http://wave.webaim.org/report?url=https://ohr-sy.com/,Errors,1,Contrast Errors,0,Alerts,4,Features,4,Structural Elements,9,ARIA,22,
TRUE,200,Cass Career Center / Homepage,casscareercenter.com,5.83,271,1013,1609,http://wave.webaim.org/report?url=casscareercenter.com/,Errors,0,Contrast Errors,4,Alerts,15,Features,12,Structural Elements,65,ARIA,917,
TRUE,200,Closed - TDDS,tdds.edu,5.72,270,12,92,http://wave.webaim.org/report?url=www.tdds.edu/,Errors,2,Contrast Errors,0,Alerts,3,Features,3,Structural Elements,2,ARIA,2,
TRUE,200,University of Scranton | Home,scranton.edu,3.33,269,233,750,http://wave.webaim.org/report?url=www.scranton.edu/,Errors,4,Contrast Errors,33,Alerts,17,Features,49,Structural Elements,61,ARIA,69,
TRUE,200,Lake Superior State University | Contact Us Today To Enroll,lssu.edu,6.93,268,409,1411,http://wave.webaim.org/report?url=www.lssu.edu/,Errors,12,Contrast Errors,0,Alerts,11,Features,87,Structural Elements,62,ARIA,237,
TRUE,200,Home | Santa Rosa Junior College,santarosa.edu,3.82,267,165,751,http://wave.webaim.org/report?url=www.santarosa.edu/,Errors,0,Contrast Errors,3,Alerts,49,Features,22,Structural Elements,41,ARIA,50,
TRUE,200,Jefferson Community College,sunyjefferson.edu,4.02,266,144,481,http://wave.webaim.org/report?url=https://www.sunyjefferson.edu/,Errors,0,Contrast Errors,1,Alerts,9,Features,14,Structural Elements,47,ARIA,73,
TRUE,200,Homepage - Stratford School for Aviation Maintenance Technicians,ssamt.cttech.org,15.17,265,2297,7381,http://wave.webaim.org/report?url=ssamt.cttech.org/,Errors,78,Contrast Errors,6,Alerts,241,Features,105,Structural Elements,73,ARIA,1794,
TRUE,200,Home,oehrleinschool.com,2.62,264,71,497,http://wave.webaim.org/report?url=oehrleinschool.com/,Errors,3,Contrast Errors,4,Alerts,20,Features,11,Structural Elements,18,ARIA,15,
TRUE,200,Home,easternct.edu,7.24,263,596,1379,http://wave.webaim.org/report?url=www.easternct.edu/,Errors,3,Contrast Errors,27,Alerts,75,Features,133,Structural Elements,71,ARIA,287,
TRUE,200,Beauty & Wellness Careers at Sylvain Melloul International Hair Academy,smiha.edu,6.45,262,148,1112,http://wave.webaim.org/report?url=smiha.edu/,Errors,15,Contrast Errors,15,Alerts,42,Features,21,Structural Elements,35,ARIA,20,
TRUE,200,"Prince George's, MD Campus | Strayer University",strayer.edu/campus-locations/maryland/prince-georges,11.94,261,884,2355,http://wave.webaim.org/report?url=www.strayer.edu/campus-locations/maryland/prince-georges,Errors,5,Contrast Errors,14,Alerts,45,Features,82,Structural Elements,78,ARIA,660,
TRUE,200,Daytona State College,daytonastate.edu,3.22,260,306,1041,http://wave.webaim.org/report?url=www.daytonastate.edu/,Errors,1,Contrast Errors,3,Alerts,4,Features,23,Structural Elements,55,ARIA,220,
TRUE,200,Estelle Skin Care & Spa Institute - Best Chicago Esthetician School,estelle.edu,4.22,259,89,568,http://wave.webaim.org/report?url=www.estelle.edu/,Errors,16,Contrast Errors,10,Alerts,15,Features,21,Structural Elements,26,ARIA,1,
TRUE,200,"Cosmetology & Beauty School in Nampa, ID | Paul Mitchell",paulmitchell.edu/nampa,2.72,258,137,610,http://wave.webaim.org/report?url=paulmitchell.edu/nampa,Errors,0,Contrast Errors,3,Alerts,32,Features,17,Structural Elements,27,ARIA,58,
TRUE,200,"Augusta, GA campus | Strayer University",strayer.edu/campus-locations/georgia/augusta,9.04,257,891,2366,http://wave.webaim.org/report?url=www.strayer.edu/campus-locations/georgia/augusta,Errors,5,Contrast Errors,14,Alerts,45,Features,87,Structural Elements,79,ARIA,661,
TRUE,200,"Vanguard University - Top Christian University in Orange County, California",vanguard.edu,8.13,256,1019,2727,http://wave.webaim.org/report?url=https://www.vanguard.edu/,Errors,96,Contrast Errors,5,Alerts,110,Features,67,Structural Elements,177,ARIA,564,
TRUE,200,"McNeese State University in Lake Charles, Louisiana",mcneese.edu,5.22,255,444,2346,http://wave.webaim.org/report?url=www.mcneese.edu/,Errors,6,Contrast Errors,9,Alerts,46,Features,8,Structural Elements,60,ARIA,315,
TRUE,200,Home,dcc.edu,3.82,254,172,709,http://wave.webaim.org/report?url=https://www.dcc.edu/,Errors,1,Contrast Errors,6,Alerts,42,Features,24,Structural Elements,39,ARIA,60,
TRUE,200,Cosmetology & Beauty School in New York City | Paul Mitchell,paulmitchell.edu/nyc,2.55,253,75,421,http://wave.webaim.org/report?url=paulmitchell.edu/nyc,Errors,0,Contrast Errors,3,Alerts,17,Features,13,Structural Elements,24,ARIA,18,
TRUE,200,RIVEROAK Technical College,rtc.suwannee.k12.fl.us,6.84,252,426,1118,http://wave.webaim.org/report?url=rtc.suwannee.k12.fl.us/,Errors,5,Contrast Errors,0,Alerts,276,Features,42,Structural Elements,56,ARIA,47,
TRUE,200,Welcome — York College / CUNY,york.cuny.edu,4.62,251,173,996,http://wave.webaim.org/report?url=www.york.cuny.edu/,Errors,0,Contrast Errors,0,Alerts,28,Features,35,Structural Elements,64,ARIA,46,
TRUE,200,Home | Triton College,triton.edu,4.22,250,232,1092,http://wave.webaim.org/report?url=www.triton.edu/,Errors,18,Contrast Errors,24,Alerts,8,Features,12,Structural Elements,81,ARIA,89,
TRUE,200,Florida School of Traditional Midwifery,midwiferyschool.org,2.82,249,243,658,http://wave.webaim.org/report?url=midwiferyschool.org/,Errors,1,Contrast Errors,4,Alerts,16,Features,7,Structural Elements,26,ARIA,189,
TRUE,200,Shepherd University,shepherd.edu,3.22,248,660,1519,http://wave.webaim.org/report?url=www.shepherd.edu/,Errors,19,Contrast Errors,9,Alerts,575,Features,0,Structural Elements,50,ARIA,7,
TRUE,200,White Mountains Community College – WMCC,wmcc.edu,3.43,247,207,1151,http://wave.webaim.org/report?url=www.wmcc.edu/,Errors,0,Contrast Errors,2,Alerts,11,Features,12,Structural Elements,40,ARIA,142,
TRUE,200,Career and Trade School | North Houston | Remington College,remingtoncollege.edu/locations/houston/greenspoint,3.12,246,222,1161,http://wave.webaim.org/report?url=https://www.remingtoncollege.edu/locations/houston/greenspoint/,Errors,10,Contrast Errors,3,Alerts,41,Features,46,Structural Elements,60,ARIA,62,
TRUE,200,Brewster Technical College / Homepage,brewster.edu,6.62,245,1646,3273,http://wave.webaim.org/report?url=www.brewster.edu/,Errors,0,Contrast Errors,22,Alerts,40,Features,19,Structural Elements,110,ARIA,1455,
TRUE,200,Pike-Lincoln Technical Center | Home,pltc.edu,4.02,244,571,1367,http://wave.webaim.org/report?url=pltc.edu/,Errors,8,Contrast Errors,4,Alerts,5,Features,40,Structural Elements,41,ARIA,473,
TRUE,200,TV & Radio Broadcasting School | Ohio | ICB,icb.edu,5.53,243,339,1283,http://wave.webaim.org/report?url=www.icb.edu/,Errors,10,Contrast Errors,29,Alerts,60,Features,66,Structural Elements,44,ARIA,130,
TRUE,200,Barber School in Idaho | Boise Barber College,boisebarbercollege.com,5.22,242,140,598,http://wave.webaim.org/report?url=boisebarbercollege.com/,Errors,21,Contrast Errors,17,Alerts,6,Features,9,Structural Elements,33,ARIA,54,
TRUE,200,Conservatorio de Música de Puerto Rico – Página del Conservatorio de Música de Puerto Rico,cmpr.edu,6.03,241,120,932,http://wave.webaim.org/report?url=cmpr.edu/,Errors,10,Contrast Errors,20,Alerts,18,Features,20,Structural Elements,48,ARIA,4,
TRUE,200,Ohio Wesleyan University,owu.edu,8.03,240,659,5269,http://wave.webaim.org/report?url=https://www.owu.edu/,Errors,184,Contrast Errors,58,Alerts,41,Features,235,Structural Elements,112,ARIA,29,
TRUE,200,Compass College of Film & Media | Film School in Grand Rapids MI,compass.edu,3.62,239,198,845,http://wave.webaim.org/report?url=compass.edu/,Errors,4,Contrast Errors,12,Alerts,24,Features,7,Structural Elements,27,ARIA,124,
TRUE,200,Arclabs Welding School | Welding Career | Learn Welding,arclabs.edu,4.72,238,237,671,http://wave.webaim.org/report?url=https://www.arclabs.edu/,Errors,10,Contrast Errors,2,Alerts,26,Features,56,Structural Elements,41,ARIA,102,
TRUE,200,Community College of Denver,ccd.edu,3.93,237,135,1118,http://wave.webaim.org/report?url=www.ccd.edu/,Errors,15,Contrast Errors,13,Alerts,14,Features,23,Structural Elements,44,ARIA,26,
TRUE,200,"Cosmetology & Beauty School in Toledo, OH | Paul Mitchell",paulmitchell.edu/toledo,2.42,236,78,431,http://wave.webaim.org/report?url=https://paulmitchell.edu/toledo,Errors,0,Contrast Errors,3,Alerts,17,Features,14,Structural Elements,26,ARIA,18,
TRUE,200,Begin Your Cosmetology Journey Now! | Aveda Institutes in Idaho,avedaidaho.com,8.43,235,518,1891,http://wave.webaim.org/report?url=www.avedaidaho.com/,Errors,69,Contrast Errors,21,Alerts,35,Features,21,Structural Elements,47,ARIA,325,
TRUE,200,"Cosmetology & Beauty School in Columbia, MO | Paul Mitchell",missouricolumbia.paulmitchell.edu,2.42,234,79,466,http://wave.webaim.org/report?url=missouricolumbia.paulmitchell.edu/,Errors,0,Contrast Errors,3,Alerts,17,Features,14,Structural Elements,27,ARIA,18,
TRUE,200,Mission Beauty Institute – Financial Aid Available for Those Who Qualify,missionbeautyinstitute.com,2.22,233,91,551,http://wave.webaim.org/report?url=www.missionbeautyinstitute.com/,Errors,8,Contrast Errors,3,Alerts,10,Features,19,Structural Elements,19,ARIA,32,
TRUE,200,SUNY Canton,canton.edu,5.02,232,367,1297,http://wave.webaim.org/report?url=www.canton.edu/,Errors,1,Contrast Errors,11,Alerts,71,Features,78,Structural Elements,102,ARIA,104,
TRUE,200,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,231,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,Errors,14,Contrast Errors,41,Alerts,13,Features,28,Structural Elements,56,ARIA,40,
TRUE,200,North Florida College,nfc.edu,28.08,230,390,2058,http://wave.webaim.org/report?url=https://www.nfc.edu/,Errors,2,Contrast Errors,17,Alerts,159,Features,33,Structural Elements,37,ARIA,142,
TRUE,200,Home - Northern Maine Community College,nmcc.edu,3.92,229,107,733,http://wave.webaim.org/report?url=www.nmcc.edu/,Errors,3,Contrast Errors,2,Alerts,21,Features,25,Structural Elements,47,ARIA,9,
TRUE,200,Regionally Accredited Education | Bryant & Stratton College,bryantstratton.edu,5.93,228,454,2084,http://wave.webaim.org/report?url=https://www.bryantstratton.edu/,Errors,1,Contrast Errors,3,Alerts,51,Features,143,Structural Elements,65,ARIA,191,
TRUE,200,"Mount Wachusett Community College Gardner, MA | Apply Today!",mwcc.edu,8.74,227,774,2424,http://wave.webaim.org/report?url=mwcc.edu/,Errors,15,Contrast Errors,8,Alerts,56,Features,103,Structural Elements,123,ARIA,469,
TRUE,200,Massage & Esthetics School | HandsOn Therapy Schools | Texas,handsontherapyschools.com,7.23,226,70,554,http://wave.webaim.org/report?url=www.handsontherapyschools.com/,Errors,8,Contrast Errors,3,Alerts,7,Features,11,Structural Elements,39,ARIA,2,
TRUE,200,,fscj.edu,2.92,225,178,714,http://wave.webaim.org/report?url=www.fscj.edu/,Errors,5,Contrast Errors,2,Alerts,24,Features,40,Structural Elements,54,ARIA,53,
TRUE,200,The University of Maine,umaine.edu,3.92,224,138,1179,http://wave.webaim.org/report?url=www.umaine.edu/,Errors,4,Contrast Errors,8,Alerts,22,Features,20,Structural Elements,61,ARIA,23,
TRUE,200,Herzing University: Online & On-Campus College Degrees,herzing.edu,3.22,223,328,1725,http://wave.webaim.org/report?url=https://www.herzing.edu/,Errors,20,Contrast Errors,9,Alerts,30,Features,43,Structural Elements,39,ARIA,187,
TRUE,200,Home - BatesTech - BatesTech,batestech.edu,5.92,222,377,1345,http://wave.webaim.org/report?url=https://www.batestech.edu/,Errors,0,Contrast Errors,0,Alerts,69,Features,122,Structural Elements,59,ARIA,127,
TRUE,404,Not Found,relay.edu/location/relay-atlanta,3.42,221,82,192,http://wave.webaim.org/report?url=relay.edu/location/relay-atlanta,Errors,4,Contrast Errors,0,Alerts,9,Features,4,Structural Elements,14,ARIA,51,
TRUE,200,BCTC,berkscareer.com,5.42,220,339,1996,http://wave.webaim.org/report?url=www.berkscareer.com/,Errors,13,Contrast Errors,52,Alerts,43,Features,18,Structural Elements,137,ARIA,76,
TRUE,200,Sarasota School of Massage Therapy - Massage Therapy School,sarasotaschoolofmassagetherapy.edu,2.12,219,112,331,http://wave.webaim.org/report?url=https://www.sarasotaschoolofmassagetherapy.edu/,Errors,13,Contrast Errors,46,Alerts,4,Features,9,Structural Elements,27,ARIA,13,
TRUE,200,Belmont College | Home - Belmont College,belmontcollege.edu,2.52,218,164,615,http://wave.webaim.org/report?url=www.belmontcollege.edu/,Errors,6,Contrast Errors,28,Alerts,23,Features,30,Structural Elements,39,ARIA,38,
TRUE,200,"Emperors Acupuncture School, Los Angeles CA. Ranked #1 in California.",emperors.edu,2.42,217,65,657,http://wave.webaim.org/report?url=www.emperors.edu/,Errors,1,Contrast Errors,0,Alerts,13,Features,15,Structural Elements,36,ARIA,0,
TRUE,200,Monmouth University,monmouth.edu,2.42,216,165,1081,http://wave.webaim.org/report?url=https://www.monmouth.edu/,Errors,2,Contrast Errors,0,Alerts,42,Features,32,Structural Elements,31,ARIA,58,
TRUE,200,MSU - Minot State University,minotstateu.edu,3.42,215,248,675,http://wave.webaim.org/report?url=www.minotstateu.edu/,Errors,2,Contrast Errors,24,Alerts,27,Features,38,Structural Elements,8,ARIA,149,
TRUE,200,"Randolph Community College | Asheboro, NC.",randolph.edu,3.33,214,360,777,http://wave.webaim.org/report?url=www.randolph.edu/,Errors,1,Contrast Errors,0,Alerts,8,Features,40,Structural Elements,35,ARIA,276,
TRUE,200,MT School | Modern Technology School,mtschool.edu,5.13,213,534,1214,http://wave.webaim.org/report?url=https://www.mtschool.edu/,Errors,24,Contrast Errors,1,Alerts,24,Features,30,Structural Elements,47,ARIA,408,
TRUE,200,Gallaudet University | Changing the world with a bilingual way of being,gallaudet.edu,12.64,212,2332,6301,http://wave.webaim.org/report?url=www.gallaudet.edu/,Errors,1,Contrast Errors,8,Alerts,66,Features,35,Structural Elements,380,ARIA,1842,
TRUE,200,Homepage | Rutgers University-Camden,camden.rutgers.edu,2.92,211,549,1452,http://wave.webaim.org/report?url=https://www.camden.rutgers.edu/,Errors,2,Contrast Errors,24,Alerts,9,Features,32,Structural Elements,82,ARIA,400,
TRUE,200,"Personal Training School New York, Certificate Programs – FOCUS",fpti.edu,3.62,210,353,1250,http://wave.webaim.org/report?url=www.fpti.edu/,Errors,8,Contrast Errors,80,Alerts,83,Features,77,Structural Elements,45,ARIA,60,
TRUE,200,Accredited Online College for Bachelor’s and Master’s Degrees | CSU Global,csuglobal.edu,4.62,209,387,1433,http://wave.webaim.org/report?url=https://csuglobal.edu/,Errors,1,Contrast Errors,2,Alerts,41,Features,61,Structural Elements,77,ARIA,205,
TRUE,200,San Joaquin Valley College - Private California College,sjvc.edu,4.32,208,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,Errors,0,Contrast Errors,6,Alerts,22,Features,29,Structural Elements,51,ARIA,33,
TRUE,200,"St. Catherine University | St. Paul, Minnesota",stkate.edu,2.22,207,89,1285,http://wave.webaim.org/report?url=https://www.stkate.edu/,Errors,1,Contrast Errors,0,Alerts,12,Features,24,Structural Elements,45,ARIA,7,
TRUE,200,Liberal Arts College | Private Midwest | Quincy University,quincy.edu,4.02,206,148,1451,http://wave.webaim.org/report?url=www.quincy.edu/,Errors,37,Contrast Errors,4,Alerts,23,Features,22,Structural Elements,58,ARIA,4,
TRUE,200,Cosmetology & Beauty School in San Antonio | Paul Mitchell,paulmitchell.edu/sanantonio,2.72,205,86,486,http://wave.webaim.org/report?url=paulmitchell.edu/sanantonio,Errors,0,Contrast Errors,3,Alerts,23,Features,16,Structural Elements,26,ARIA,18,
TRUE,200,Southern New Hampshire University - On Campus & Online Degrees | SNHU,snhu.edu,4.72,204,225,844,http://wave.webaim.org/report?url=www.snhu.edu/,Errors,1,Contrast Errors,0,Alerts,21,Features,20,Structural Elements,72,ARIA,111,
TRUE,200,Online Admissions - Online,cps.indianatech.edu,2.92,203,199,703,http://wave.webaim.org/report?url=cps.indianatech.edu/,Errors,5,Contrast Errors,8,Alerts,6,Features,28,Structural Elements,63,ARIA,89,
TRUE,200,Cloyd's Beauty School,cloydsbeautyschool.com,3.73,202,214,1195,http://wave.webaim.org/report?url=cloydsbeautyschool.com/,Errors,1,Contrast Errors,18,Alerts,6,Features,28,Structural Elements,41,ARIA,120,
TRUE,200,Welcome to ESF,esf.edu,3.72,201,118,461,http://wave.webaim.org/report?url=www.esf.edu/,Errors,9,Contrast Errors,6,Alerts,13,Features,23,Structural Elements,36,ARIA,31,
TRUE,200,Berea College,berea.edu,3.02,200,90,544,http://wave.webaim.org/report?url=https://www.berea.edu/,Errors,1,Contrast Errors,7,Alerts,10,Features,21,Structural Elements,41,ARIA,10,
TRUE,200,About - Colorado School of Trades,schooloftrades.edu/about,6.24,199,113,388,http://wave.webaim.org/report?url=https://schooloftrades.edu/about,Errors,61,Contrast Errors,0,Alerts,10,Features,21,Structural Elements,9,ARIA,12,
TRUE,200,Becker College,becker.edu,2.12,198,58,368,http://wave.webaim.org/report?url=www.becker.edu/,Errors,3,Contrast Errors,0,Alerts,8,Features,12,Structural Elements,16,ARIA,19,
TRUE,200,NDSU - North Dakota State University,ndsu.edu,3.82,197,127,809,http://wave.webaim.org/report?url=https://www.ndsu.edu/,Errors,4,Contrast Errors,14,Alerts,12,Features,17,Structural Elements,44,ARIA,36,
TRUE,200,Homepage - Collin College,collin.edu,2.49,196,179,656,http://wave.webaim.org/report?url=www.collin.edu/,Errors,5,Contrast Errors,2,Alerts,43,Features,24,Structural Elements,42,ARIA,63,
TRUE,200,Martin University | Indianapolis | Higher Education,martin.edu,8.34,195,426,1416,http://wave.webaim.org/report?url=www.martin.edu/,Errors,7,Contrast Errors,67,Alerts,78,Features,27,Structural Elements,50,ARIA,197,
TRUE,200,Schiller International University | The Global American University,schiller.edu,4.64,194,406,1940,http://wave.webaim.org/report?url=www.schiller.edu/,Errors,11,Contrast Errors,6,Alerts,63,Features,85,Structural Elements,116,ARIA,125,
TRUE,404,Not Found,relay.edu/location/relay-philadelphia-camden,3.52,193,82,192,http://wave.webaim.org/report?url=relay.edu/location/relay-philadelphia-camden,Errors,4,Contrast Errors,0,Alerts,9,Features,4,Structural Elements,14,ARIA,51,
TRUE,200,Beauty Schools in Ohio | Salon Schools Group,salonschools.ohiostate.edu,3.42,192,213,815,http://wave.webaim.org/report?url=https://salonschools.ohiostate.edu/,Errors,15,Contrast Errors,21,Alerts,12,Features,20,Structural Elements,42,ARIA,103,
